,index,target,document,vader,pmi_ir,pmi_ir_binary
25,440,0,"the comet-disaster flick is a disaster alright . 
directed by tony scott ( top gun ) , it tells the story about an asteroid the size of texas caught on a collision course with earth . 
and you thought that dinky little comet in deep impact was trouble . 
jeez . 
after a great opening , in which an american spaceship , plus the city of new york , are completely destroyed by a comet shower , nasa detects the said asteroid and go into a frenzy . 
they hire the world's best oil driller ( bruce willis ) , and send him and his crew up into space to fix our globel problem . 
that's like sending a mouse into a cat carrier , isn't it ? 
the action in armageddon are so over the top , nonstop , and too ludicrous for words , i had to sigh and hit my head with my notebook a couple of times . 
i was not alone . 
plus , to see a wonderful actor like billy bob thornton is a film like armageddon is a waste of the actor's talents . 
the film is just a reel to show off a bunch of snazzy fx shots . 
the only real reason for making this film was to somehow out-perform deep impact . 
producer jerry bruckheimer fails with armageddon . 
",1,0.8303799489985326,1
26,76,0,"susan granger's review of "" the watcher "" ( universal ) 
just what we need : another lurid , trashy serial killer saga . 
this time , keanu reeves plays an elusive homicidal maniac who engages in a gruesome ticking-clock cat-and-mouse game with james spader , a burnt-out fbi agent who has suffered a traumatic nervous breakdown after too many years on the job with the lapd . 
to taunt spader , who has relocated to chicago , reeves packs up his trusty piano wire and moves too . 
before long , he starts mailing photographs of the lonely , unsuspecting young women who are his intended windy city victims , challenging spader , along with the chicago police department , to stop him within 24 hours before he strikes again . 
in the midst of this murderous frenzy , there's spader's psychologist , played by marisa tomei , who is even less convincing as a medical professional than jennifer lopez in "" the cell . "" 
writers david elliot , clay ayers and darcy meyers , along with first-time director joe charbanic ( helmer of music videos for reeves' band dogstar ) , dwell on the warped thrill of the methodology and the chase , revealing , early on , exactly whodunit since the killer says he and the cop "" need each other to give meaning to our lives . "" 
plus , as reeves explains , "" we're all stacked right on top of each other , but we don't notice each other any more . "" 
after that , it's all sound effects and tricky camera-work , along with a muddled , discordant soundtrack . 
james spader's acting technique can be described as 'wooden deadpan' while keanu reeves maintains his perpetually monotone 'dude' persona which sometimes works , sometimes doesn't . 
chris ellis , as spader's self-important colleague , is the only cast member who manages to be convincing . 
on the granger movie gauge of 1 to 10 , "" the watcher "" is an appallingly awful , amateurish 2 . the real torture is watching it . 
",0,0.7454398412650883,1
27,358,0,"wild things is a way to steam up an otherwise dreary early spring day ? provided , of course , that you're the victim of a frontal lobotomy . 
there is , in fact , no doubt about who this motion picture is aimed at : movie-goers in their late teens and early twenties -- the most lucrative target group . 
this is film noir for the mtv generation : fast-paced , slick , flashy , gleefully mindless , and hollow to the core . 
wild things is easily one of the five dumbest movies to arrive in theaters during the first eleven weeks of 1998 . 
i've seen more convincing drama ( with nearly as much bare flesh ) on that pinnacle of narrative quality , baywatch . 
wild things wants to dupe viewers into thinking it's a thriller with a real story . 
what it is , however , is a series of increasingly- improbable and shockingly predictable plot twists . 
everything in between those serpentine moments is filler -- a flash of a breast , a spatter of blood , and some of the most idiotic dialogue this side of a steven seagal movie . 
the film tries so hard to surprise its audience that the twists end up being easy to guess -- just take a stab at the most unlikely thing to happen , and that will probably be it . 
using this approach , i was right three times and wrong only once . 
that's not a good average for a production that wants to keep viewers in the dark about what's around the next corner . 
the ad campaign uses two things to sell this movie : the hot , young cast and the old standby , sex . 
both have an abundance of screen time , although i'll admit that the film's erotic content is somewhat less impressive than i expected . 
nothing about wild things is exceptionally risqu ? . 
the soft-core sex sequences are generic , and don't generate much heat . 
the lesbian kisses can't hold a candle to those in bound . 
theresa russell and denise richards have only token topless appearances ( neve campbell , possessing an iron-clad "" no nudity "" clause in her contract , keeps her clothes more or less on ) . 
the film's greatest curiosity is a full frontal shot of kevin bacon climbing out of the shower . 
maybe a few girls will skip seeing a fully-clothed leonardo dicaprio for the thirteenth time in titanic to catch a glimpse of what kyra sedgwick ( mrs . 
kevin bacon ) is familiar with . 
the director of wild things is john mcnaughton , whose last effort was the finely-tuned psychological thriller , normal life . 
that movie featured copious sex , a pair of real characters , and a powerful script . 
it's difficult to believe that something this shallow could come from the same film maker . 
but i suppose we all need to put food on the table . 
mcnaughton appears to have completely lost his way here , in what is obviously a stab at mainstream success ( his previous wide-release picture , mad dog and glory , was a box-office disappointment ) . 
quick cuts and pretty sunrises can't even begin to cover up this movie's flaws . 
the main character ( and i use that term lightly , since no one in wild things shows more than an occasional flash of personality ) is sam lombardo ( matt dillon ) , a guidance counselor at florida's blue bay high school . 
a student , the deliciously curvaceous kelly van ryan ( denise richards ) , has a crush on him . 
one afternoon , she comes to his house to wash his car , and , when she leaves , her clothing is torn . 
after confessing to her mother ( theresa russell ) that she was raped , she goes to the police station , where she tells her story to detectives ray duquette ( kevin bacon ) and gloria perez ( daphne rubin-vega ) . 
they are skeptical about here claims until another girl , suzie toller ( neve campbell ) , comes forward with a similar tale . 
meanwhile , sam , convinced that he's being set up , goes to a shyster lawyer ( bill murray ) for help . 
the acting in wild things isn't very good , but none of the principals have much to work with . 
this is definitely not a character- based motion picture . 
not only does the ludicrous screenplay ignore the possibility that someone in the audience may have a triple-digit i . q . , but it doesn't bother to give any of the on-screen individuals even a hint of depth . 
the men and women populating the picture are there to look nice , but nothing more . 
matt dillon is given plenty of opportunities to flex his biceps . 
neve campbell gets to model the slutty look . 
denise richards strikes a fetching pose in a see-through , one-piece bathing suit . 
and nothing in the film gets a rise out of kevin bacon . 
the only one who's even remotely interesting is bill murray , and he seems to think he's in comedy , not a thriller ( maybe he's got the right idea ) . 
columbia pictures has specifically requested that critics not reveal the film's ending , which prompts the question : which ending do they want kept secret ? 
wild things has no less than three ( one occurs during the end credits , so stay seated ) , all of which are jaw-droppingly absurd -- a feat that joe eszterhas ( the writer of basic instinct and showgirls ) would be impressed by . 
thanks to jeffrey kimball's polished , kinetic cinematography , wild things always looks great , and george s . clinton's score keeps it pulsing and throbbing . 
but , no matter how shiny the superficial sheen is , this is still trash , and , like all garbage , it stinks . 
",0,0.0537430930202418,1
28,405,0,"arnold schwarzenegger has been an icon for action enthusiasts , since the late 80's , but lately his films have been very sloppy and the one-liners are getting worse . 
it's hard seeing arnold as mr . freeze in batman and robin , especially when he says tons of ice jokes , but hey he got 15 million , what's it matter to him ? 
once again arnold has signed to do another expensive blockbuster , that can't compare with the likes of the terminator series , true lies and even eraser . 
in this so called dark thriller , the devil ( gabriel byrne ) has come upon earth , to impregnate a woman ( robin tunney ) which happens every 1000 years , and basically destroy the world , but apparently god has chosen one man , and that one man is jericho cane ( arnold himself ) . 
with the help of a trusty sidekick ( kevin pollack ) , they will stop at nothing to let the devil take over the world ! 
parts of this are actually so absurd , that they would fit right in with dogma . 
yes , the film is that weak , but it's better than the other blockbuster right now ( sleepy hollow ) , but it makes the world is not enough look like a 4 star film . 
anyway , this definitely doesn't seem like an arnold movie . 
it just wasn't the type of film you can see him doing . 
sure he gave us a few chuckles with his well known one-liners , but he seemed confused as to where his character and the film was going . 
it's understandable , especially when the ending had to be changed according to some sources . 
aside form that , he still walked through it , much like he has in the past few films . 
i'm sorry to say this arnold but maybe these are the end of your action days . 
speaking of action , where was it in this film ? 
there was hardly any explosions or fights . 
the devil made a few places explode , but arnold wasn't kicking some devil butt . 
the ending was changed to make it more spiritual , which undoubtedly ruined the film . 
i was at least hoping for a cool ending if nothing else occurred , but once again i was let down . 
i also don't know why the film took so long and cost so much . 
there was really no super affects at all , unless you consider an invisible devil , who was in it for 5 minutes tops , worth the overpriced budget . 
the budget should have gone into a better script , where at least audiences could be somewhat entertained instead of facing boredom . 
it's pitiful to see how scripts like these get bought and made into a movie . 
do they even read these things anymore ? 
it sure doesn't seem like it . 
thankfully gabriel's performance gave some light to this poor film . 
when he walks down the street searching for robin tunney , you can't help but feel that he looked like a devil . 
the guy is creepy looking anyway ! 
when it's all over , you're just glad it's the end of the movie . 
don't bother to see this , if you're expecting a solid action flick , because it's neither solid nor does it have action . 
it's just another movie that we are suckered in to seeing , due to a strategic marketing campaign . 
save your money and see the world is not enough for an entertaining experience . 
",1,0.17928143344879294,1
29,1951,1,"how many of us would become strippers ? 
for those of us who wouldn't , is it a moral reason , or purely a lack of confidence ? 
that's probably not a fair question , and for a lot of us , it could very well be for neither of those reasons . 
as you watch the full monty , however , you may begin asking yourself these kinds of questions . 
would you be willing to grin and bare it to bring in some much needed dough ? 
in case you haven't guessed , the full monty is about stripping , but striptease it ain't . 
it's actually quite a charming comedy that uses its ideas with a great deal of tact and sophistication . 
it is the story of six out-of-work , out-of-shape blue collar brits whose recent job losses have left the boys penniless , but not without need . 
what to do ? 
it hits our main character gaz ( robert carlyle ) as he notices the large crowds of women who pour into a local male strip club on a regular basis . 
it seems that simple : take it off and bring in the cash . 
eventually , gaz is able to convince his friends to join him in starting their own exotic dance routine despite their initial reluctance . 
these include the overweight , confidence-lacking dave ( mark addy ) , the uptight , overly-officious gerald ( tom wilkinson ) , the once suicidal lomper ( steve huison ) , and two additional fellows who gain their place among the group by audition : horse ( paul barber ) , an older gentlemen chock full of graceless energy , and guy ( hugo speer ) , a young well-endowed looker who compares himself to cary grant . 
when the sextet is complete , we're given a hefty dose of physical comedy . 
we watch the bumbling middle-aged men choreograph pseudo-sexy dance numbers , all the while proving why none of them were strippers in the first place . 
as if there anti-appeal wasn't enough , they decide to boost interest in the group by promising "" the full monty "" on opening night , which for us americans , means baring it all . 
 . 
 . 
and i mean * all * . 
the movie actually ends on opening night ; a hilarious applause worthy ending i might add . 
it's sure to leave nothing short of a big smile on your face as you leave the theater . 
with the subject matter , you might not expect the fully monty to be such a feel-good , almost inspiring film , but it surprisingly turns out that way . 
the amount of light , touching drama also comes as a nice surprise , never feeling off-balance from the otherwise highly upbeat moments of the film . 
there's a lot more to this movie than you might think in other words , and the ensemble cast couldn't be better . 
each character is completely individual , interesting , funny , and most importantly , real . 
the full monty is never offensive , a very impressive attribute since its subject matter alone could've easily fallen prey to tastelessness . 
it's one of those movies that is best described as a solid piece of entertainment , perfect for a great night on the town , or as a saturday night movie rental . 
either way you see it , it shouldn't let you down in the slightest . 
and , pun heavily intended , when it's all said and done , you'll be smiling from cheek to cheek . 
",1,0.1377334170007172,1
30,236,0,"working in the motion picture industry must be a constant source of frustration for a front-line african american actress like jada pinkett smith . 
despite being one of the freshest talents available , pinkett smith has often been relegated to playing thankless supporting parts ( a low down dirty shame , the nutty professor ) . 
the problem is , of course , that there aren't many good roles available for black women . 
take away the likes of waiting to exhale , set it off , soul food , and eve's bayou , and all that's left is a chance to be someone's girlfriend , a local whore , or a murder victim . 
as a result , for pinkett smith's first opportunity atop the marquee , she is stuck in a stupid , formulaic romantic comedy with the unpromising title of woo . 
actually , woo , the latest directorial effort from daisy v . s . 
mayer ( party girl ) , could have been worse than it is . 
the film offers a few funny ( albeit juvenile ) moments and the on-screen relationship between pinkett smith's woo and tommy davidson's tim is appealing on those rare occasions when the two aren't forced to play it dumb for the sake of an endless barrage of cheap gags . 
unfortunately , huge portions of the movie are insulting to the intelligence of anyone with a triple-digit i . q . 
the situations are painfully contrived , the main characters are lifted right out of sit-coms , and the supporting players are so incredibly stupid that i wondered whether they all participated in some kind of "" free lobotomy "" lab experiment . 
woo is a spontaneous , energetic young woman who has been looking for love in all the wrong places . 
her latest relationship , with a testosterone-overdosed drug-dealer , came to an abrupt end when she refused to wear a beeper . 
now , her transvestite/medium friend celestrial ( girlina ) predicts that she's about to meet mr . right , and that he'll be a virgo . 
later that day , woo is given an opportunity to go out on a blind date with tim , a shy man with a penchant for neatness and order , who just happens to be a virgo . 
it's not love at first sight , however . 
things get off to a rocky start when tim makes an awkward pass , and they get even worse when the pair arrives at a swanky restaurant to enjoy a "" quiet "" dinner . 
in the one-hundred year history of motion pictures , there have been a ton of bad "" white "" movies about mismatched lovers , so i suppose it's only fair that we get a "" black "" effort of the same low caliber . 
as in all romantic comedies , we know from the beginning that woo and tim are going to end up together . 
the question is , are their courtship rituals entertaining ? 
in a good entry to the genre , the audience becomes caught up in the love story , no matter how familiar it is . 
in woo , the constant reliance upon unfunny , moronic humor sinks the project . 
for those who enjoy spotting continuity gaffes , there's a huge one in woo involving a corvette with a broken window that miraculously repairs itself ( added to that is the mystery of how the car looses its top ) . 
sadly , that's one of the film's most enjoyable sequences , and the entertainment value is entirely unintentional . 
despite exuding charm from every pore , there's little that pinkett smith and davidson can do to save their characters or david c . johnson's script . 
since it misses the mark by so much , a better name for woo might have been whoops . 
",1,0.4638844845193562,1
31,147,0,"play it to the bone is a punch-drunk mess of a movie . 
containing a good cast but awful acting ; an interesting premise but terrible execution , ron shelton ( white men can't jump ) gives us a rocky story with not one rocky but two . 
rocky no . 1 is vince boudreau ( woody harrelson , edtv ) , a bald , tattooed , newly converted christian , whose idea of christianity is not using the name of christ as a curse word . . . 
something that he has not yet successfully achieved . 
rocky no . 2 is caesar dominguez ( antonio banderas , the 13th warrior ) , best friend of vince who is currently dating vince's ex-girlfriend , grace . 
both men are nearing the end of their "" almost "" careers when a fluke provides them with a redemptive opportunity . 
when both fighters of the undercard of a vegas based mike tyson title fight become incapacitated , the fight promoters need to find a quick replacement . 
our boys are tapped to fight each other , the winner of which is "" promised "" a shot at a future title fight . 
the film is divided into two sections . 
at first , we have a buddy road picture as our two heroes , in grace's "" sassy grassy "" green muscle car , travel through the desert to vegas in order to make the fight scheduled for that day . 
along the way we learn about their pasts and the opportunities that have come and gone by . 
once in vegas , the movie settles down to the effectively staged fight sequences between vince and caesar . 
both mr . harrelson and mr . banderas have provided us with stunning characterizations in the past , not that we'd know it from their work here . 
mr . harrelson is uncomfortably awkward , apparently never having gotten a firm handle on vince . 
the christian conversion angle simply falls flat and unbelievable . 
mr . banderas is uncharacteristically non-charismatic as caesar . 
weak and ineffectual , there is little life in his screen performance . 
the other actors involved merely play stereotypes of one sort or another . 
tom sizemore ( saving private ryan ) , robert wagner ( austin powers ii : the spy who shagged me ) , and richard masur ( fire down below ) are crooked promoters , lucy liu ( payback ) is a sex-starved hitchhiker looking for a good time , and lolita davidovich ( gods and monsters ) , is the shared girlfriend who can't make her mind up which boxer she prefers . 
because of the weak characters and the lack of screen chemistry between them , the film flounders with all the appeal of a dead fish until the boxing match actually begins . 
but even then , because the outcome is so predictably obvious , the suspense factor is negated and we are relegated to just watching two men pummel each other . 
writer/director ron shelton clearly spent much time orchestrating the fight sequence as it is well photographed , well-choreographed , well-edited , and well-performed . 
if only some of that same detailed attention had been diverted to the remaining parts of the film . 
as it is , the scenes which require the characters to actually talk to one another are weak and laughable . 
the title is actually the most interesting aspect of the film . 
the phrase , "" play it to the bone' is a reference to seeing something all the way through or not quitting until you've achieved your desired goal . 
that is a biblical principle . 
 "" know ye not that they which run in a race run all , but one receiveth the prize ? 
so run , that ye may obtain . "" 
1 corinthians 9 : 24 [kjv] 
achieving anything worthy in life requires "" playing it to the bone "" . 
we need to develop fully persuaded mindsets and commitment levels in order to endure and persevere past the obstacles and distractions which lay between us and our stated objectives . 
this is true in practical matters of our physical lives as well as the in the developing maturity of our spiritual lives . 
as a movie , play it to the bone is hardly worth our time . 
but as a principle of life , the phrase "" play it to the bone "" are words to live by . 
",1,0.15541667497773148,1
32,1953,1,"books could be , and indeed have been written about the star wars trilogy , and rightfully so . 
this is a set of movies that shattered all expectations of what science fiction could be in the late 70s/early 80s , inspiring literally dozens of clones , from battlestar galactica all the way up to stargate and independance day , and one could argue revitalizing the whole science fiction genre . 
the special effects were groundbreaking , revolutionary for their day and still eminently watchable well into twenty years later . 
literally millions of people have seen the star wars trilogy and been touched by it . 
and now , george lucas brings it back for a new audience to enjoy . 
much has been and is still being made of the fact that mr . lucas has gone back and revised his trilogy for rerelease now . 
some fans are angry that he has dared to meddle with what they consider perfection , while others are thrilled by the idea of seeing yesterday's star wars updated with today's special effects wizardry . 
either way , the special edition release means that star wars is back on the big screen , where it rightfully deserves to be seen . 
can there be anyone in the world who doesn't know what star wars is about ? 
in a way , star wars is so much a part of our cultural heritage that it feels silly and almost artificial to try to summarize it . 
it's a story about a young man's coming of age , a fight for freedom against an oppressive empire , a tale of swashbuckling and derring-do the likes of which haven't been seen on the silver screen in decades , strange new worlds with strange alien creatures and weird surprises around every turn , and the yearning within each of us to realize our dreams and make a difference in the world . 
it's high adventure , incredible special effects , and . . . well , it's just an _experience_ . 
something about this movie sparked the imagination of a generation . . . and 
it's about to do so again . 
this new release of star wars comes as no surprise to many of the film's devoted fans , who have been trading rumors and bits of information about it for quite some time now . 
interviews , trailers , leaks from within lucasfilm . . . all of these have been collected , collated , and placed on webpages for people to see ( pages such as http : //www . islandnet . com/~corona/films/details/sw4 . html 
or , my personal favorite , http : //leopard . cs . latrobe . edu . au/~koukoula/ 
 ) . 
pictures of before and after have been placed side by side . . . even 
months before the movies were released , fans were making comparisons . 
in some cases , the changes were nothing less than phenomenal , and this can be seen from the comparison shots even before you go into the movie theater . 
the digital matte effects that were little more than a toy in forrest gump are put to excellent use here , unnoticeably sprucing up scenes that that george lucas was unsatisfied with in the original . 
for instance , in my personal favorite example , the ancient temple on yavin that was formerly a flat stone edifice now has deep , moss-covered carvings and etchings . 
and mos eisley spaceport is now a bustling , booming city , with more surprises and things going on in the background than you can notice on the first viewing . 
all the starships and fighters are now computer-animated , getting rid of glitches and artifacts of the special effects processes used when the film was originally made--and they look _fantastic_ . 
four and a half minutes of new or missing footage have been added , including a scene with jabba the hutt that had originally been shelved because the state of special effects in 1977 simply couldn't do it justice . 
however , much of the ten million dollars that was spent on the star wars special edition restoration went into restoring the quality of the film itself . 
the negatives , badly damaged by the ravages of time , were brightened and returned to their original splendor . 
the audio tracks were remixed and reprocessed , with reworked sound effects by effects maven ben burtt , into glorious , booming , theater-shaking full-thx dolby digital stereo . 
and _that_ , more than the added scenes or new special effects , is where the real value of this new version lies . 
it's really true what they say in the commercials : star wars loses _so much_ on the small screen . 
even letterboxing doesn't make up for the decrease in size and definition . 
in regard to the star wars special edition , and to the other two films of the trilogy which have yet to be released , i'll make this final recommendation : go and see it . 
go and see it more than once . . . it 
may be another twenty years before it comes back to the big screen after it's gone this time . 
take along the youngsters who've never had the big-screen star wars experience--you'll enjoy seeing it through their eyes as much as they will enjoy it for the first time . 
there's magic in this movie--special edition or no , there can be no denying that it's still star wars , and still has the power to thrill and enthrall children of all ages , from four to four hundred . 
let's all return to that time long ago , and that galaxy far , far away . . . 
",1,-0.014364854972838459,0
33,126,0,"plot : a separated , glamorous , hollywood couple must pretend to reunite for a press junket of the last movie that they ever shot together . 
kewl . . . now 
i only wish that i could pretend never to have seen this movie . . . 
critique : trite , unfunny , boring and a waste of everyone's talent . 
how a premise with such zest and bite can turn into a movie that doesn't feature any chemistry , any real laughs , any surprises or any spice is beyond me . 
how julia roberts is used solely as a "" puppy dog "" character , puttering around in the background while we endure the complete bitchiness of zeta-jones' character , who is not one bit funny or romantic ( two ideal ingredients in a "" romantic comedy "" ) , is also beyond me . 
and why they chose john cusack , a great , quirky actor in his own right , to play the most bland , uninteresting and unfetching character ( with zero chemistry with either of his leads ) is further more , beyond me . 
and to anybody who decided that this project was "" funny "" enough to greenlight featuring the talents mentioned above , along with billy crystal , christopher walker , seth green and stanley tucci . . . well , 
what can i say . . . i 
just don't have the words . 
so is this the worst movie that i've seen all year ? 
no . but it definitely sucks and it's basically because . . . well , 
it's just not funny . 
and for the record , allow me to state a few more problems with it . 
it starts off slow , it's got no energy , it doesn't engage you with any of its characters ( julia barely gets somewhat interesting in the film , everyone else . . . lame ! ) , it utilizes way too many flashbacks to move the story forward , it's utterly predictable , standard , routine , see-through and uninteresting as a plot and it just sits there on the screen , big and ugly , waiting . . . waiting for you to laugh or find something in it that is amusing . 
and then hank azaria shows up . . . aaaaaah , the film's savior ( mind you , some might be offended by his exaggeration of a stereotype , but that's another story altogether ) . 
but when an experienced "" voice "" actor upstages all of the main stars in a summer "" blockbuster "" romantic comedy with an over-the-top antonio banderas accent , damn dude . . . your 
film's in trouble ! ! 
rent this movie on video just to see what went wrong yourself . 
the references to ricky ricardo and senor wences ( huh ! ? ) , the idio-plot points like when one of the characters goes on the roof to stretch his arms out and relax , but everyone believes that he's going to kill himself ( hardy-har-har ) and the cheap way of getting the audience to leave the theater laughing by bringing back a ball-sniffing dog that has no place being in the location at the end of the movie , well . . . i 
could go on . 
but i won't because i do still respect all of the actors in this film and actually did laugh at azaria , green and tucci's antics from time to time ( ironic , eh . . . what 
about the leads , dammit ! ) and liked the premise behind the film ( before i saw the finished product , of course ) . 
a dud all the way around . 
btw , all the talk about this film was that julia roberts was to be in a fat suit for one scene ( her character is supposed to have lost 60 pounds ) , so when the scene finally came , i did get a little excited about what it might look like and then . . . well , 
it basically just looked like julia roberts in a fat suit ! 
ugh . 
i think i'm gonna start drinking again after this lame-ass movie . 
c'mon hollywood , enough with the crud ! 
where's joblo coming from ? 
beautiful ( 1/10 ) - my best friend's wedding ( 7/10 ) - notting hill ( 5/10 ) - pretty woman ( 7/10 ) -runaway bride ( 5/10 ) - someone like you ( 4/10 ) - wedding planner ( 3/10 ) - when harry met sally ( 10/10 ) - you've got mail ( 4/10 ) 
",1,0.4451154735941355,1
34,1676,1,"in my reviews i try to make gentle recommendations rather than telling you what to see or what not to see . 
i realize that we all have different tastes and i cannot predict what my audience will like and what they will dislike . 
but in the case of american beauty , i must make an exception . 
if you haven't yet seen it , go see it . 
now . 
stop reading this review and head for your local multiplex , then after you've seen it , come back . 
i'll wait here . 
welcome back . 
if you followed my advice ( and i see no reason why you should not have , do you ? ) , 
i'm sure you've just had one of the richest cinematic experiences of your life . 
american beauty is an extraordinary film , a powerful , jolting exploration of the dark side of the american dream . 
it's humorous but it isn't funny because of the unrelenting ominous undercurrent that runs throughout the whole production . 
mixing comedy and the darkest of drama was the way this film was intended , and by god , it works , making it one of the year's very best . 
lester burnham ( kevin spacey ) has entered the mother of all mid-life crises . 
he is living life without a purpose . 
he is bored , depressed and sick of his sheltered , insignificant existence . 
he barely ever talks to his family , has no sex life , is stuck at a dead-end job and thinks he has no reason to live . 
but one day , when he and his equally troubled wife ( annette bening ) attend one of his daughter's ( thora birch ) cheerleading performances , he sees something that makes him come alive . 
what he sees is the performance by his daughter's friend , the head cheerleader . 
he develops a lust for the promiscuous young girl ; an obsession which soon becomes pedophilic in nature . 
but for the first time , lester feels that he is actually living . 
this crush is only the beginning . 
lester proceeds to make more and more radical changes in his life , buying the car of his dreams , cursing off the boss and quitting his job ( "" today i quit my job , told the boss to f * * * himself and blackmailed him for $60 , 000 -- would you pass the asparagus please ? "" ) , 
buying drugs from the voyeur-next-door ( ricky fitts , a teenager who mysteriously videotapes what he considers to be "" beauty "" ) and refusing to be docile in family affairs . 
his new attitude further alienates his daughter , only reassuring her that her parents are nothing more than freaks of nature unjustly forced on her by the powers that be , and inspiring her to enter a relationship with her eccentric neighbor . 
and the burnhams's neighbors provide american beauty with a significant chunk of its dramatic momentum . 
ricky fitts ( wes bentley ) serves as the film's thematic center , providing the obscure , powerful meaning of the title . 
colonel fitts , the father , is one of the most fascinating and complex characters in the movie , even considering his limited screentime . 
kevin spacey has never been better , and this performance will certainly earn him a chance to put a little gold person on his mantel . 
he never plays his droll character as a freak , rather , he effectively portrays him as a normal person led to drastic self-exploration by his dissatisfaction with life . 
spacey is poignant and devastating in the role of a lifetime . 
equally astonishing is young thora birch , who plays her potentially stereotypical rebellious teen character with suprising feeling and tenderness . 
at two hours and ten minutes , american beauty didn't feel nearly long enough . 
it's a complicated , unforgettable film that , like the ice storm two years ago , dares to explore the darkest reaches of suburban life . 
powerfully and cynically , it dissects the notion of the pretty house with the white picket fence and appealing garden being the american dream . 
it claims that this picture-perfect image is just that -- an image , and hiding behind it are lives much darker than common knowledge would have it . 
the dark , deeply ironic ending , though given away by our narrator in the first few minutes of the movie , stays with you for weeks after it's all over . 
american beauty is just the kind of uncompromising film hollywood needs every now and then to counterbalance the mindless drivel we see released ; even more so considering it's a masterpiece . 
",1,0.11693622316194989,1
